"location","peoNum","time","isHoliday","min_temp","max_temp","avg_temp","subjective_precipitation_category"
"ZSSC",37,"2026-03-01T07:15:02.428Z",true,19.2,23.1,21,3
"LKSC",44,"2026-03-01T07:15:02.428Z",true,19.2,23.1,21,3
"TYSC",48,"2026-03-01T07:15:02.428Z",true,19.3,24.5,21.3,3
"NGSC",93,"2026-03-01T07:15:02.428Z",true,19,29,22.8,2
"PQFN",20,"2026-03-01T07:15:02.428Z",true,19,29,22.8,2
"CMSC",44,"2026-03-01T07:15:02.428Z",true,18.6,25.7,21.3,3
"NTSC",62,"2026-03-01T07:15:02.428Z",true,18.6,25.7,21.3,3
"RFFN",23,"2026-03-01T07:15:02.428Z",true,19,29,22.8,2
"ZBSC",48,"2026-03-01T07:15:02.428Z",true,19.4,23.6,20.8,2
"BTSC",46,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"DTSC",49,"2026-03-01T08:15:01.745Z",false,19.2,23.1,21,3
"JJSC",119,"2026-03-01T08:15:01.745Z",false,19.2,23.1,21,3
"NHSC",77,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"SLSC",65,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"SSSC",107,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"WSSC",56,"2026-03-01T08:15:01.745Z",false,19.2,23.1,21,3
"ZSSC",32,"2026-03-01T08:15:01.745Z",false,19.2,23.1,21,3
"LKSC",48,"2026-03-01T08:15:01.745Z",false,19.2,23.1,21,3
"TYSC",39,"2026-03-01T08:15:01.745Z",false,19.3,24.5,21.3,3
"NGSC",94,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"PQFN",16,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"CMSC",44,"2026-03-01T08:15:01.745Z",false,18.6,25.7,21.3,3
"NTSC",59,"2026-03-01T08:15:01.745Z",false,18.6,25.7,21.3,3
"RFFN",19,"2026-03-01T08:15:01.745Z",false,19,29,22.8,2
"BTSC",42,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"DTSC",40,"2026-03-01T08:30:01.799Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T08:30:01.799Z",false,19.2,23.1,21,3
"NHSC",82,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"SLSC",69,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"SSSC",115,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"WSSC",53,"2026-03-01T08:30:01.799Z",false,19.2,23.1,21,3
"ZSSC",33,"2026-03-01T08:30:01.799Z",false,19.2,23.1,21,3
"LKSC",44,"2026-03-01T08:30:01.799Z",false,19.2,23.1,21,3
"TYSC",45,"2026-03-01T08:30:01.799Z",false,19.3,24.5,21.3,3
"NGSC",90,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"PQFN",20,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"CMSC",43,"2026-03-01T08:30:01.799Z",false,18.6,25.7,21.3,3
"NTSC",58,"2026-03-01T08:30:01.799Z",false,18.6,25.7,21.3,3
"RFFN",22,"2026-03-01T08:30:01.799Z",false,19,29,22.8,2
"ZBSC",69,"2026-03-01T08:30:01.799Z",false,19.4,23.6,20.8,2
"BTSC",47,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"DTSC",46,"2026-03-01T08:45:01.810Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T08:45:01.810Z",false,19.2,23.1,21,3
"NHSC",85,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"SLSC",69,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"SSSC",124,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"WSSC",56,"2026-03-01T08:45:01.810Z",false,19.2,23.1,21,3
"ZSSC",31,"2026-03-01T08:45:01.810Z",false,19.2,23.1,21,3
"LKSC",44,"2026-03-01T08:45:01.810Z",false,19.2,23.1,21,3
"TYSC",46,"2026-03-01T08:45:01.810Z",false,19.3,24.5,21.3,3
"NGSC",83,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"PQFN",17,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"CMSC",56,"2026-03-01T08:45:01.810Z",false,18.6,25.7,21.3,3
"NTSC",64,"2026-03-01T08:45:01.810Z",false,18.6,25.7,21.3,3
"RFFN",24,"2026-03-01T08:45:01.810Z",false,19,29,22.8,2
"ZBSC",70,"2026-03-01T08:45:01.810Z",false,19.4,23.6,20.8,2
"BTSC",40,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"DTSC",44,"2026-03-01T10:45:01.817Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T10:45:01.817Z",false,19.2,23.1,21,3
"NHSC",67,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"SLSC",47,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"SSSC",71,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"WSSC",60,"2026-03-01T10:45:01.817Z",false,19.2,23.1,21,3
"ZSSC",28,"2026-03-01T10:45:01.817Z",false,19.2,23.1,21,3
"LKSC",45,"2026-03-01T10:45:01.817Z",false,19.2,23.1,21,3
"TYSC",26,"2026-03-01T10:45:01.817Z",false,19.3,24.5,21.3,3
"NGSC",97,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"PQFN",28,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"CMSC",45,"2026-03-01T10:45:01.817Z",false,18.6,25.7,21.3,3
"NTSC",54,"2026-03-01T10:45:01.817Z",false,18.6,25.7,21.3,3
"RFFN",22,"2026-03-01T10:45:01.817Z",false,19,29,22.8,2
"ZBSC",58,"2026-03-01T10:45:01.817Z",false,19.4,23.6,20.8,2
"BTSC",42,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"DTSC",35,"2026-03-01T12:30:02.477Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T12:30:02.477Z",false,19.2,23.1,21,3
"NHSC",64,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"SLSC",37,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"SSSC",79,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"WSSC",65,"2026-03-01T12:30:02.477Z",false,19.2,23.1,21,3
"ZSSC",25,"2026-03-01T12:30:02.477Z",false,19.2,23.1,21,3
"LKSC",55,"2026-03-01T12:30:02.477Z",false,19.2,23.1,21,3
"TYSC",25,"2026-03-01T12:30:02.477Z",false,19.3,24.5,21.3,3
"NGSC",103,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"PQFN",23,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"CMSC",51,"2026-03-01T12:30:02.477Z",false,18.6,25.7,21.3,3
"NTSC",39,"2026-03-01T12:30:02.477Z",false,18.6,25.7,21.3,3
"RFFN",17,"2026-03-01T12:30:02.477Z",false,19,29,22.8,2
"ZBSC",43,"2026-03-01T12:30:02.477Z",false,19.4,23.6,20.8,2
"BTSC",43,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"DTSC",38,"2026-03-01T12:45:02.510Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T12:45:02.510Z",false,19.2,23.1,21,3
"NHSC",62,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"SLSC",38,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"SSSC",83,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"WSSC",64,"2026-03-01T12:45:02.510Z",false,19.2,23.1,21,3
"ZSSC",24,"2026-03-01T12:45:02.510Z",false,19.2,23.1,21,3
"LKSC",53,"2026-03-01T12:45:02.510Z",false,19.2,23.1,21,3
"TYSC",27,"2026-03-01T12:45:02.510Z",false,19.3,24.5,21.3,3
"PQFN",22,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"CMSC",56,"2026-03-01T12:45:02.510Z",false,18.6,25.7,21.3,3
"NTSC",37,"2026-03-01T12:45:02.510Z",false,18.6,25.7,21.3,3
"RFFN",19,"2026-03-01T12:45:02.510Z",false,19,29,22.8,2
"ZBSC",44,"2026-03-01T12:45:02.510Z",false,19.4,23.6,20.8,2
"BTSC",43,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"DTSC",50,"2026-03-01T13:00:02.654Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T13:00:02.654Z",false,19.2,23.1,21,3
"NHSC",63,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"SLSC",40,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"SSSC",81,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"WSSC",69,"2026-03-01T13:00:02.654Z",false,19.2,23.1,21,3
"ZSSC",33,"2026-03-01T13:00:02.654Z",false,19.2,23.1,21,3
"LKSC",53,"2026-03-01T13:00:02.654Z",false,19.2,23.1,21,3
"TYSC",29,"2026-03-01T13:00:02.654Z",false,19.3,24.5,21.3,3
"NGSC",112,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"PQFN",23,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"CMSC",54,"2026-03-01T13:00:02.654Z",false,18.6,25.7,21.3,3
"NTSC",33,"2026-03-01T13:00:02.654Z",false,18.6,25.7,21.3,3
"RFFN",22,"2026-03-01T13:00:02.654Z",false,19,29,22.8,2
"ZBSC",45,"2026-03-01T13:00:02.654Z",false,19.4,23.6,20.8,2
"BTSC",38,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"DTSC",54,"2026-03-01T13:15:01.856Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T13:15:01.856Z",false,19.2,23.1,21,3
"NHSC",58,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"SLSC",40,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"SSSC",78,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"WSSC",65,"2026-03-01T13:15:01.856Z",false,19.2,23.1,21,3
"ZSSC",32,"2026-03-01T13:15:01.856Z",false,19.2,23.1,21,3
"LKSC",54,"2026-03-01T13:15:01.856Z",false,19.2,23.1,21,3
"TYSC",26,"2026-03-01T13:15:01.856Z",false,19.3,24.5,21.3,3
"NGSC",101,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"PQFN",22,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"CMSC",51,"2026-03-01T13:15:01.856Z",false,18.6,25.7,21.3,3
"NTSC",30,"2026-03-01T13:15:01.856Z",false,18.6,25.7,21.3,3
"RFFN",23,"2026-03-01T13:15:01.856Z",false,19,29,22.8,2
"ZBSC",40,"2026-03-01T13:15:01.856Z",false,19.4,23.6,20.8,2
"BTSC",23,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"DTSC",31,"2026-03-01T13:45:02.127Z",false,19.2,23.1,21,3
"JJSC",120,"2026-03-01T13:45:02.127Z",false,19.2,23.1,21,3
"NHSC",44,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"SLSC",24,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"SSSC",64,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"WSSC",52,"2026-03-01T13:45:02.127Z",false,19.2,23.1,21,3
"ZSSC",29,"2026-03-01T13:45:02.127Z",false,19.2,23.1,21,3
"LKSC",49,"2026-03-01T13:45:02.127Z",false,19.2,23.1,21,3
"TYSC",15,"2026-03-01T13:45:02.127Z",false,19.3,24.5,21.3,3
"NGSC",78,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"PQFN",23,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"CMSC",47,"2026-03-01T13:45:02.127Z",false,18.6,25.7,21.3,3
"RFFN",23,"2026-03-01T13:45:02.127Z",false,19,29,22.8,2
"BTSC",1,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"DTSC",0,"2026-03-01T22:00:02.416Z",false,19.9,24,21.6,1
"JJSC",0,"2026-03-01T22:00:02.416Z",false,19.9,24,21.6,1
"NHSC",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"SLSC",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"SSSC",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"WSSC",0,"2026-03-01T22:00:02.416Z",false,19.9,24,21.6,1
"ZSSC",0,"2026-03-01T22:00:02.416Z",false,19.9,24,21.6,1
"LKSC",0,"2026-03-01T22:00:02.416Z",false,19.9,24,21.6,1
"TYSC",0,"2026-03-01T22:00:02.416Z",false,19.1,25.6,21.6,2
"NGSC",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"PQFN",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"CMSC",8,"2026-03-01T22:00:02.416Z",false,20.5,29.1,23.2,3
"NTSC",12,"2026-03-01T22:00:02.416Z",false,20.5,29.1,23.2,3
"RFFN",0,"2026-03-01T22:00:02.416Z",false,20,27,23,2
"ZBSC",6,"2026-03-01T22:00:02.416Z",false,19.7,26.6,22.3,4
"BTSC",2,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"DTSC",6,"2026-03-01T22:15:02.386Z",false,19.9,24,21.6,1
"JJSC",9,"2026-03-01T22:15:02.386Z",false,19.9,24,21.6,1
"NHSC",7,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"SLSC",14,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"SSSC",10,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"WSSC",10,"2026-03-01T22:15:02.386Z",false,19.9,24,21.6,1
"ZSSC",4,"2026-03-01T22:15:02.386Z",false,19.9,24,21.6,1
"LKSC",7,"2026-03-01T22:15:02.386Z",false,19.9,24,21.6,1
"TYSC",6,"2026-03-01T22:15:02.386Z",false,19.1,25.6,21.6,2
"NGSC",16,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"PQFN",0,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"CMSC",9,"2026-03-01T22:15:02.386Z",false,20.5,29.1,23.2,3
"NTSC",15,"2026-03-01T22:15:02.386Z",false,20.5,29.1,23.2,3
"RFFN",0,"2026-03-01T22:15:02.386Z",false,20,27,23,2
"ZBSC",7,"2026-03-01T22:15:02.386Z",false,19.7,26.6,22.3,4
"BTSC",4,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"DTSC",9,"2026-03-01T22:30:02.712Z",false,19.9,24,21.6,1
"JJSC",11,"2026-03-01T22:30:02.712Z",false,19.9,24,21.6,1
"NHSC",14,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"SLSC",21,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"SSSC",16,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"WSSC",12,"2026-03-01T22:30:02.712Z",false,19.9,24,21.6,1
"ZSSC",4,"2026-03-01T22:30:02.712Z",false,19.9,24,21.6,1
"LKSC",9,"2026-03-01T22:30:02.712Z",false,19.9,24,21.6,1
"TYSC",13,"2026-03-01T22:30:02.712Z",false,19.1,25.6,21.6,2
"NGSC",19,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"PQFN",0,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"CMSC",11,"2026-03-01T22:30:02.712Z",false,20.5,29.1,23.2,3
"NTSC",21,"2026-03-01T22:30:02.712Z",false,20.5,29.1,23.2,3
"RFFN",0,"2026-03-01T22:30:02.712Z",false,20,27,23,2
"ZBSC",7,"2026-03-01T22:30:02.712Z",false,19.7,26.6,22.3,4
"BTSC",12,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"DTSC",24,"2026-03-01T23:15:02.258Z",false,19.9,24,21.6,1
"JJSC",24,"2026-03-01T23:15:02.258Z",false,19.9,24,21.6,1
"NHSC",30,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"SLSC",27,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"SSSC",24,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"WSSC",10,"2026-03-01T23:15:02.258Z",false,19.9,24,21.6,1
"ZSSC",11,"2026-03-01T23:15:02.258Z",false,19.9,24,21.6,1
"LKSC",8,"2026-03-01T23:15:02.258Z",false,19.9,24,21.6,1
"TYSC",16,"2026-03-01T23:15:02.258Z",false,19.1,25.6,21.6,2
"NGSC",28,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"PQFN",7,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"CMSC",8,"2026-03-01T23:15:02.258Z",false,20.5,29.1,23.2,3
"NTSC",14,"2026-03-01T23:15:02.258Z",false,20.5,29.1,23.2,3
"RFFN",2,"2026-03-01T23:15:02.258Z",false,20,27,23,2
"ZBSC",10,"2026-03-01T23:15:02.258Z",false,19.7,26.6,22.3,4
"BTSC",7,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"DTSC",29,"2026-03-01T23:45:02.257Z",false,19.9,24,21.6,1
"JJSC",26,"2026-03-01T23:45:02.257Z",false,19.9,24,21.6,1
"NHSC",35,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"SLSC",22,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"SSSC",28,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"WSSC",14,"2026-03-01T23:45:02.257Z",false,19.9,24,21.6,1
"ZSSC",12,"2026-03-01T23:45:02.257Z",false,19.9,24,21.6,1
"LKSC",11,"2026-03-01T23:45:02.257Z",false,19.9,24,21.6,1
"TYSC",14,"2026-03-01T23:45:02.257Z",false,19.1,25.6,21.6,2
"NGSC",28,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"PQFN",7,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"CMSC",11,"2026-03-01T23:45:02.257Z",false,20.5,29.1,23.2,3
"NTSC",13,"2026-03-01T23:45:02.257Z",false,20.5,29.1,23.2,3
"RFFN",5,"2026-03-01T23:45:02.257Z",false,20,27,23,2
"ZBSC",9,"2026-03-01T23:45:02.257Z",false,19.7,26.6,22.3,4
"BTSC",9,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"DTSC",32,"2026-03-02T00:00:02.299Z",false,19.9,24,21.6,1
"JJSC",21,"2026-03-02T00:00:02.299Z",false,19.9,24,21.6,1
"NHSC",30,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"SLSC",27,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"SSSC",27,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"WSSC",15,"2026-03-02T00:00:02.299Z",false,19.9,24,21.6,1
"ZSSC",8,"2026-03-02T00:00:02.299Z",false,19.9,24,21.6,1
"LKSC",9,"2026-03-02T00:00:02.299Z",false,19.9,24,21.6,1
"TYSC",14,"2026-03-02T00:00:02.299Z",false,19.1,25.6,21.6,2
"NGSC",26,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"PQFN",10,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"CMSC",36,"2026-03-02T00:00:02.299Z",false,20.5,29.1,23.2,3
"NTSC",30,"2026-03-02T00:00:02.299Z",false,20.5,29.1,23.2,3
"RFFN",11,"2026-03-02T00:00:02.299Z",false,20,27,23,2
"ZBSC",15,"2026-03-02T00:00:02.299Z",false,19.7,26.6,22.3,4
"BTSC",32,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"DTSC",62,"2026-03-02T00:15:02.345Z",false,19.9,24,21.6,1
"JJSC",52,"2026-03-02T00:15:02.345Z",false,19.9,24,21.6,1
"NHSC",73,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"SLSC",51,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"SSSC",46,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"WSSC",35,"2026-03-02T00:15:02.345Z",false,19.9,24,21.6,1
"ZSSC",30,"2026-03-02T00:15:02.345Z",false,19.9,24,21.6,1
"LKSC",35,"2026-03-02T00:15:02.345Z",false,19.9,24,21.6,1
"TYSC",23,"2026-03-02T00:15:02.345Z",false,19.1,25.6,21.6,2
"NGSC",46,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"PQFN",11,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"CMSC",44,"2026-03-02T00:15:02.345Z",false,20.5,29.1,23.2,3
"NTSC",32,"2026-03-02T00:15:02.345Z",false,20.5,29.1,23.2,3
"RFFN",10,"2026-03-02T00:15:02.345Z",false,20,27,23,2
"BTSC",37,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"DTSC",65,"2026-03-02T00:30:01.726Z",false,19.9,24,21.6,1
"JJSC",72,"2026-03-02T00:30:01.726Z",false,19.9,24,21.6,1
"NHSC",91,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"SLSC",59,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"SSSC",48,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"WSSC",38,"2026-03-02T00:30:01.726Z",false,19.9,24,21.6,1
"ZSSC",37,"2026-03-02T00:30:01.726Z",false,19.9,24,21.6,1
"LKSC",44,"2026-03-02T00:30:01.726Z",false,19.9,24,21.6,1
"TYSC",23,"2026-03-02T00:30:01.726Z",false,19.1,25.6,21.6,2
"NGSC",55,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"PQFN",12,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"CMSC",41,"2026-03-02T00:30:01.726Z",false,20.5,29.1,23.2,3
"NTSC",37,"2026-03-02T00:30:01.726Z",false,20.5,29.1,23.2,3
"RFFN",10,"2026-03-02T00:30:01.726Z",false,20,27,23,2
"ZBSC",15,"2026-03-02T00:30:01.726Z",false,19.7,26.6,22.3,4
"BTSC",27,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"DTSC",65,"2026-03-02T00:45:02.403Z",false,19.9,24,21.6,1
"JJSC",73,"2026-03-02T00:45:02.403Z",false,19.9,24,21.6,1
"NHSC",97,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"SLSC",62,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"SSSC",46,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"WSSC",42,"2026-03-02T00:45:02.403Z",false,19.9,24,21.6,1
"ZSSC",39,"2026-03-02T00:45:02.403Z",false,19.9,24,21.6,1
"LKSC",42,"2026-03-02T00:45:02.403Z",false,19.9,24,21.6,1
"TYSC",27,"2026-03-02T00:45:02.403Z",false,19.1,25.6,21.6,2
"NGSC",62,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"PQFN",10,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"CMSC",32,"2026-03-02T00:45:02.403Z",false,20.5,29.1,23.2,3
"NTSC",37,"2026-03-02T00:45:02.403Z",false,20.5,29.1,23.2,3
"RFFN",12,"2026-03-02T00:45:02.403Z",false,20,27,23,2
"ZBSC",15,"2026-03-02T00:45:02.403Z",false,19.7,26.6,22.3,4
"BTSC",26,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"DTSC",58,"2026-03-02T01:15:02.312Z",false,19.9,24,21.6,1
"JJSC",79,"2026-03-02T01:15:02.312Z",false,19.9,24,21.6,1
"NHSC",95,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"SLSC",56,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"SSSC",38,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"WSSC",46,"2026-03-02T01:15:02.312Z",false,19.9,24,21.6,1
"ZSSC",37,"2026-03-02T01:15:02.312Z",false,19.9,24,21.6,1
"LKSC",32,"2026-03-02T01:15:02.312Z",false,19.9,24,21.6,1
"TYSC",31,"2026-03-02T01:15:02.312Z",false,19.1,25.6,21.6,2
"NGSC",59,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"PQFN",7,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"CMSC",33,"2026-03-02T01:15:02.312Z",false,20.5,29.1,23.2,3
"NTSC",29,"2026-03-02T01:15:02.312Z",false,20.5,29.1,23.2,3
"RFFN",17,"2026-03-02T01:15:02.312Z",false,20,27,23,2
"BTSC",23,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"DTSC",46,"2026-03-02T01:45:02.419Z",false,19.9,24,21.6,1
"JJSC",63,"2026-03-02T01:45:02.419Z",false,19.9,24,21.6,1
"NHSC",68,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"SLSC",46,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"SSSC",41,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"WSSC",46,"2026-03-02T01:45:02.419Z",false,19.9,24,21.6,1
"ZSSC",32,"2026-03-02T01:45:02.419Z",false,19.9,24,21.6,1
"LKSC",33,"2026-03-02T01:45:02.419Z",false,19.9,24,21.6,1
"TYSC",24,"2026-03-02T01:45:02.419Z",false,19.1,25.6,21.6,2
"NGSC",54,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"PQFN",9,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"CMSC",26,"2026-03-02T01:45:02.419Z",false,20.5,29.1,23.2,3
"NTSC",30,"2026-03-02T01:45:02.419Z",false,20.5,29.1,23.2,3
"RFFN",21,"2026-03-02T01:45:02.419Z",false,20,27,23,2
"ZBSC",20,"2026-03-02T01:45:02.419Z",false,19.7,26.6,22.3,4
"BTSC",10,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"DTSC",30,"2026-03-02T02:00:02.447Z",false,19.9,24,21.6,1
"JJSC",43,"2026-03-02T02:00:02.447Z",false,19.9,24,21.6,1
"NHSC",43,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"SLSC",35,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"SSSC",29,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"WSSC",28,"2026-03-02T02:00:02.447Z",false,19.9,24,21.6,1
"ZSSC",24,"2026-03-02T02:00:02.447Z",false,19.9,24,21.6,1
"LKSC",24,"2026-03-02T02:00:02.447Z",false,19.9,24,21.6,1
"TYSC",22,"2026-03-02T02:00:02.447Z",false,19.1,25.6,21.6,2
"NGSC",37,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"PQFN",11,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"CMSC",29,"2026-03-02T02:00:02.447Z",false,20.5,29.1,23.2,3
"NTSC",28,"2026-03-02T02:00:02.447Z",false,20.5,29.1,23.2,3
"RFFN",26,"2026-03-02T02:00:02.447Z",false,20,27,23,2
"ZBSC",17,"2026-03-02T02:00:02.447Z",false,19.7,26.6,22.3,4
"BTSC",15,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"DTSC",24,"2026-03-02T02:30:02.287Z",false,19.9,24,21.6,1
"JJSC",41,"2026-03-02T02:30:02.287Z",false,19.9,24,21.6,1
"NHSC",17,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"SLSC",37,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"SSSC",22,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"WSSC",22,"2026-03-02T02:30:02.287Z",false,19.9,24,21.6,1
"ZSSC",19,"2026-03-02T02:30:02.287Z",false,19.9,24,21.6,1
"LKSC",28,"2026-03-02T02:30:02.287Z",false,19.9,24,21.6,1
"TYSC",28,"2026-03-02T02:30:02.287Z",false,19.1,25.6,21.6,2
"NGSC",34,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"PQFN",13,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"CMSC",29,"2026-03-02T02:30:02.287Z",false,20.5,29.1,23.2,3
"NTSC",30,"2026-03-02T02:30:02.287Z",false,20.5,29.1,23.2,3
"RFFN",29,"2026-03-02T02:30:02.287Z",false,20,27,23,2
"ZBSC",17,"2026-03-02T02:30:02.287Z",false,19.7,26.6,22.3,4
